game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,play_type,tokens,desc,newcontext,oob,clock,first_down_with,score,away_score_post,home_score_post,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT41,"H,1,10,V41","11,1,95",pass,"PASS:3,C,2,V27 TACK:3,52 PEN:H,FM,A,70,V42,1","M. Birdsong pass complete to J. Aguemon for 14 yards to the BT27 (A. Gehrt;W. Nasri), PENALTY LK face mask (S. Baafi) 15 yards to the BT42, 1ST DOWN LK.","H,1,10,V42",0,NA,penalty,0,8,27,NA,11,H,LK,"INT,2,00:00,59","FUMB,0,00:00,53",2,-6,0:00,INT,2,00:00,BT41,FUMB,0,00:00,BT47,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT42,"H,1,10,V42","11,2,96",NA,"D:1,10",1st and 10.,"H,1,10,V42",0,NA,NA,0,8,27,NA,11,H,LK,"INT,2,00:00,59","FUMB,0,00:00,53",2,-6,0:00,INT,2,00:00,BT41,FUMB,0,00:00,BT47,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT42,"H,1,10,V42","11,3,97",pass,"PASS:3,F,TM,V47 SACK:8 FUMB:V,V47,45 +:45,H23","M. Birdsong sacked for loss of 5 yards to the BT47 (P. Seifert), fumble by TEAM recovered by BT K. Hill at BT47, K. Hill for 30 yards to the LK23.","V,1,10,H23",0,NA,NA,0,8,27,F,11,H,LK,"INT,2,00:00,59","FUMB,0,00:00,53",2,-6,0:00,INT,2,00:00,BT41,FUMB,0,00:00,BT47,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,LK23,"V,1,10,H23","12,1,98",NA,HALF: T:00:00,"End of half, clock 00:00.","V,1,10,H23",0,00:00,NA,0,8,27,NA,12,V,BT,"FUMB,2,00:00,47","HALF,2,00:00,47",0,0,0:00,FUMB,2,00:00,BT47,HALF,2,00:00,BT47,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,LK23,"V,1,10,H23","12,2,99",NA,"Q:3 T:00:00 SPOT:H,H35,N","Start of 3rd quarter, clock 00:00, LK ball on LK35.","H,1,10,H35",0,00:00,NA,0,8,27,NA,12,V,BT,"FUMB,2,00:00,47","HALF,2,00:00,47",0,0,0:00,FUMB,2,00:00,BT47,HALF,2,00:00,BT47,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,LK35,"H,1,10,H35","12,3,100",kick_off,"KO:18,V06 RET:7,V26 PEN:V,HO,A,40,V14,1 D:1,10 SPOT:V,V14,Y","M. Ulbrich kickoff 59 yards to the BT6, S. Jones return 20 yards to the BT26, PENALTY BT holding (J. Sommerwerk) 12 yards to the BT14, 1st and 10, BT ball on BT14.","V,1,10,V14",0,NA,NA,0,8,27,NA,12,V,BT,"FUMB,2,00:00,47","HALF,2,00:00,47",0,0,0:00,FUMB,2,00:00,BT47,HALF,2,00:00,BT47,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,BT14,"V,1,10,V14","13,1,101",pass,"PASS:6,C,17,V19 TACK:7",C. Stitt pass complete to E. Drossard for 5 yards to the BT19 (B. Tchiyoko).,"V,2,5,V19",0,NA,NA,0,8,27,NA,13,V,BT,"KO,3,00:00,14","PUNT,3,00:00,19",3,5,0:00,KO,3,00:00,BT14,PUNT,3,00:00,BT19,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,2,5,BT19,"V,2,5,V19","13,2,102",rush,"RUSH:6,V23, TACK:45",C. Stitt rush for 4 yards to the BT23 (K. Kitchens).,"V,3,1,V23",0,NA,NA,0,8,27,NA,13,V,BT,"KO,3,00:00,14","PUNT,3,00:00,19",3,5,0:00,KO,3,00:00,BT14,PUNT,3,00:00,BT19,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,3,1,BT23,"V,3,1,V23","13,3,103",rush,"RUSH:6,V19, TACK:40",C. Stitt rush for loss of 4 yards to the BT19 (O. Rohnebak).,"V,4,5,V19",0,NA,NA,0,8,27,NA,13,V,BT,"KO,3,00:00,14","PUNT,3,00:00,19",3,5,0:00,KO,3,00:00,BT14,PUNT,3,00:00,BT19,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,4,5,BT19,"V,4,5,V19","13,4,104",punt,"PUNT:14,H45 RET:8,V38 TACK:13","K. Hummel punt 36 yards to the LK45, A. Jalloh return 17 yards to the BT38 (A. Dickmeis).","H,1,10,V38",0,NA,NA,0,8,27,NA,13,V,BT,"KO,3,00:00,14","PUNT,3,00:00,19",3,5,0:00,KO,3,00:00,BT14,PUNT,3,00:00,BT19,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT38,"H,1,10,V38","14,1,105",rush,"RUSH:2,V34, TACK:91",J. Aguemon rush for 4 yards to the BT34 (A. Odeleye).,"H,2,6,V34",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,2,6,BT34,"H,2,6,V34","14,2,106",rush,"RUSH:2,V35, TACK:52,45",J. Aguemon rush for loss of 1 yard to the BT35 (W. Nasri;K. Hill).,"H,3,7,V35",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,3,7,BT35,"H,3,7,V35","14,3,107",pass,"PASS:3,C,11,V26 TACK:15","M. Birdsong pass complete to A. Dable-Wolf for 9 yards to the BT26, 1ST DOWN LK (M. Thiele).","H,1,10,V26",0,NA,pass,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT26,"H,1,10,V26","14,4,108",pass,"PASS:3,I,11,* BRUP:31",M. Birdsong pass incomplete to A. Dable-Wolf (L. Pekkarinen).,"H,2,10,V26",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,2,10,BT26,"H,2,10,V26","14,5,109",rush,"RUSH:24,V26, TACK:45",L. Schneider rush for no gain to the BT26 (K. Hill).,"H,3,10,V26",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,3,10,BT26,"H,3,10,V26","14,6,110",pass,"PASS:3,D,85,*","M. Birdsong pass incomplete to A. Doroshev, dropped pass.","H,4,10,V26",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,4,10,BT26,"H,4,10,V26","14,7,111",pass,"PASS:3,C,8,V13","M. Birdsong pass complete to A. Jalloh for 13 yards to the BT13, 1ST DOWN LK.","H,1,10,V13",0,NA,pass,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT13,"H,1,10,V13","14,8,112",rush,"RUSH:2,V14, TACK:45",J. Aguemon rush for loss of 1 yard to the BT14 (K. Hill).,"H,2,11,V14",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,2,11,BT14,"H,2,11,V14","14,9,113",pass,"PASS:3,I,TM,* BRUP:22",M. Birdsong pass incomplete (L. Achaintre).,"H,3,11,V14",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,3,11,BT14,"H,3,11,V14","14,10,114",penalty,"PASS:3,I,11,* PEN:H,HO,O PEN:V,RP,O NOPLAY: PEN:H,IF,O","M. Birdsong pass incomplete to A. Dable-Wolf, PENALTY LK holding off-setting, PENALTY BT roughing passer off-setting, NO PLAY, PENALTY LK IF off-setting.","H,3,11,V14",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,3,11,BT14,"H,3,11,V14","14,11,115",pass,"PASS:3,I,6,* BRUP:3",M. Birdsong pass incomplete to T. Knuettel (A. Gehrt).,"H,4,11,V14",0,NA,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,4,11,BT14,"H,4,11,V14","14,12,116",field_goal,"FGA:18,30,M,V20,L T:00:00","M. Ulbrich field goal attempt from 30 MISSED - wide left, spot at BT20, clock 00:00.","V,1,10,V20",0,00:00,NA,0,8,27,NA,14,H,LK,"PUNT,3,00:00,62","FGA,3,00:00,86",11,24,0:00,PUNT,3,00:00,BT38,FGA,3,00:00,BT14,1
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,BT20,"V,1,10,V20","15,1,117",rush,"RUSH:1,V47, TACK:4","J. Crawford rush for 27 yards to the BT47, 1ST DOWN BT (R. Henrique).","V,1,10,V47",0,NA,rush,0,8,27,NA,15,V,BT,"FGA,3,00:00,20","FUMB,0,00:00,49",2,29,0:00,FGA,3,00:00,BT20,FUMB,0,00:00,BT49,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,BT47,"V,1,10,V47","15,2,118",rush,"RUSH:1,V49, FORCE:40 FUMB:H,V49,99","J. Crawford rush for 2 yards to the BT49, fumble forced by O. Rohnebak, fumble by J. Crawford recovered by LK V. Buffet at BT49.","H,1,10,V49",0,NA,NA,0,8,27,F,15,V,BT,"FGA,3,00:00,20","FUMB,0,00:00,49",2,29,0:00,FGA,3,00:00,BT20,FUMB,0,00:00,BT49,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,BT49,"H,1,10,V49","16,1,119",pass,"PASS:3,C,6,V46 TACK:3",M. Birdsong pass complete to T. Knuettel for 3 yards to the BT46 (A. Gehrt).,"H,2,7,V46",0,NA,NA,0,8,27,NA,16,H,LK,"FUMB,3,00:00,51","PUNT,4,00:00,54",3,3,0:00,FUMB,3,00:00,BT49,PUNT,4,00:00,BT46,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,2,7,BT46,"H,2,7,V46","16,2,120",pass,"PASS:3,I,12,* BRUP:31",M. Birdsong pass incomplete to J. Awini (L. Pekkarinen).,"H,3,7,V46",0,NA,NA,0,8,27,NA,16,H,LK,"FUMB,3,00:00,51","PUNT,4,00:00,54",3,3,0:00,FUMB,3,00:00,BT49,PUNT,4,00:00,BT46,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,3,7,BT46,"H,3,7,V46","16,3,121",pass,"PASS:3,D,11,*","M. Birdsong pass incomplete to A. Dable-Wolf, dropped pass.","H,4,7,V46",0,NA,NA,0,8,27,NA,16,H,LK,"FUMB,3,00:00,51","PUNT,4,00:00,54",3,3,0:00,FUMB,3,00:00,BT49,PUNT,4,00:00,BT46,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,4,7,BT46,"H,4,7,V46","16,4,122",punt,"PUNT:1,V08 OB:","J. Templar punt 38 yards to the BT8, out-of-bounds.","V,1,10,V08",1,NA,NA,0,8,27,NA,16,H,LK,"FUMB,3,00:00,51","PUNT,4,00:00,54",3,3,0:00,FUMB,3,00:00,BT49,PUNT,4,00:00,BT46,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,BT08,"V,1,10,V08","17,1,123",pass,"PASS:6,I,7,*",C. Stitt pass incomplete to S. Jones.,"V,2,10,V08",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,2,10,BT08,"V,2,10,V08","17,2,124",rush,"RUSH:1,V12, TACK:4",J. Crawford rush for 4 yards to the BT12 (R. Henrique).,"V,3,6,V12",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,3,6,BT12,"V,3,6,V12","17,3,125",pass,"PASS:6,C,7,V22","C. Stitt pass complete to S. Jones for 10 yards to the BT22, 1ST DOWN BT.","V,1,10,V22",0,NA,pass,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,10,BT22,"V,1,10,V22","17,4,126",penalty,"RUSH:6,V22, TACK:92 PEN:V,UH,A,79,V12,N NOPLAY:","C. Stitt rush for no gain to the BT22 (A. Zetterberg), PENALTY BT illegal use of hands (C. Quattara) 10 yards to the BT12, NO PLAY.","V,1,20,V12",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,1,20,BT12,"V,1,20,V12","17,5,127",pass,"PASS:6,I,7,*",C. Stitt pass incomplete to S. Jones.,"V,2,20,V12",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,2,20,BT12,"V,2,20,V12","17,6,128",rush,"RUSH:1,V13, TACK:92,45",J. Crawford rush for 1 yard to the BT13 (A. Zetterberg;K. Kitchens).,"V,3,19,V13",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,3,19,BT13,"V,3,19,V13","17,7,129",rush,"RUSH:6,V26, TACK:40",C. Stitt rush for 13 yards to the BT26 (O. Rohnebak).,"V,4,6,V26",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,BT,4,6,BT26,"V,4,6,V26","17,8,130",punt,"PUNT:14,H24 DN:","K. Hummel punt 50 yards to the LK24, downed.","H,1,10,H24",0,NA,NA,0,8,27,NA,17,V,BT,"PUNT,3,00:00,8","PUNT,4,00:00,26",6,18,0:00,PUNT,3,00:00,BT08,PUNT,4,00:00,BT26,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,LK24,"H,1,10,H24","18,1,131",rush,"RUSH:24,H35, TACK:2","L. Schneider rush for 11 yards to the LK35, 1ST DOWN LK (J. White).","H,1,10,H35",0,NA,rush,0,8,27,NA,18,H,LK,"PUNT,4,00:00,24","TD,0,00:00,100",8,76,0:00,PUNT,4,00:00,LK24,TD,0,00:00,BT00,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,LK35,"H,1,10,H35","18,2,132",pass,"PASS:3,D,11,*","M. Birdsong pass incomplete to A. Dable-Wolf, dropped pass.","H,2,10,H35",0,NA,NA,0,8,27,NA,18,H,LK,"PUNT,4,00:00,24","TD,0,00:00,100",8,76,0:00,PUNT,4,00:00,LK24,TD,0,00:00,BT00,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,2,10,LK35,"H,2,10,H35","18,3,133",pass,"PASS:3,C,8,H45 OB: TACK:15","M. Birdsong pass complete to A. Jalloh for 10 yards to the LK45, 1ST DOWN LK, out-of-bounds (M. Thiele).","H,1,10,H45",1,NA,pass,0,8,27,NA,18,H,LK,"PUNT,4,00:00,24","TD,0,00:00,100",8,76,0:00,PUNT,4,00:00,LK24,TD,0,00:00,BT00,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,1,10,LK45,"H,1,10,H45","18,4,134",pass,"PASS:3,C,85,V49 TACK:8,52",M. Birdsong pass complete to A. Doroshev for 6 yards to the BT49 (P. Seifert;W. Nasri).,"H,2,4,V49",0,NA,NA,0,8,27,NA,18,H,LK,"PUNT,4,00:00,24","TD,0,00:00,100",8,76,0:00,PUNT,4,00:00,LK24,TD,0,00:00,BT00,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,2,4,BT49,"H,2,4,V49","18,5,135",rush,"RUSH:24,V48, TACK:45",L. Schneider rush for 1 yard to the BT48 (K. Hill).,"H,3,3,V48",0,NA,NA,0,8,27,NA,18,H,LK,"PUNT,4,00:00,24","TD,0,00:00,100",8,76,0:00,PUNT,4,00:00,LK24,TD,0,00:00,BT00,NA
2021_07_BT_LK,BT,LK,Berlin Thunder,Leipzig Kings,8/1/2021,Leipzig,NA,15:01,NA,Y,-,0,22 degr.,SW,cloudy,M. Scholz,B. Hansen,K. Haltermann,Filip Pachulski,P. Simon,S. Hameder,V. Kriesmann,LK,3,3,BT48,"H,3,3,V48","18,6,136",penalty,"PEN:H,FS,A,70,H47,N",PENALTY LK false start (S. Baafi) 5 yards to the LK47.,"H,3,8,H47",0,NA,NA,0,8,27,NA,18,H,LK,"PUNT,4,00:00,24","TD,0,00:00,100",8,76,0:00,PUNT,4,00:00,LK24,TD,0,00:00,BT00,NA
