game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,neutralgame,postseason,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,first_down_with,oob,clock,score,away_score_post,home_score_post,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,3,2,FG33,"H,3,2,H33","16,4,157","PASS:7,I,84,*",J. Sullivan pass incomplete to C. Sow.,"H,4,2,H33",pass,NA,0,NA,0,27,20,NA,16,H,FG,"KO,3,04:11,25","PUNT,3,02:32,33",3,8,1:39,KO,3,04:11,FG25,PUNT,3,02:32,FG33,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,4,2,FG33,"H,4,2,H33","16,5,158","PUNT:82,V23 RET:23,V26 TACK:41 PEN:V,FM,A,56,V11,N D:1,10 SPOT:V,V11,Y","H. Schwarz punt 44 yards to the HD23, J. Rogers return 3 yards to the HD26 (S. Gauthier), PENALTY HD face mask (G. Nanguy) 15 yards to the HD11, 1st and 10, HD ball on HD11.","V,1,10,V11",punt,NA,0,NA,0,27,20,NA,16,H,FG,"KO,3,04:11,25","PUNT,3,02:32,33",3,8,1:39,KO,3,04:11,FG25,PUNT,3,02:32,FG33,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD11,"V,1,10,V11","17,1,159",{DRIVE}:02:32,HAMBURG SEA DEVILS drive start at 02:32.,"V,1,10,V11",NA,NA,0,02:32,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD11,"V,1,10,V11","17,2,160","PASS:10,C,88,V22 TACK:14,25","J. Clark pass complete to A. Botella M. for 11 yards to the HD22, 1ST DOWN HD (J. Poznanski;B. Barnes).","V,1,10,V22",pass,pass,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD22,"V,1,10,V22","17,3,161","RUSH:24,V28, TACK:25",X. Johnson rush for 6 yards to the HD28 (B. Barnes).,"V,2,4,V28",rush,NA,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,2,4,HD28,"V,2,4,V28","17,4,162","PASS:10,C,12,V32 TACK:18","J. Clark pass complete to J. Madin Cerezo for 4 yards to the HD32, 1ST DOWN HD (F. Lowery).","V,1,10,V32",pass,pass,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD32,"V,1,10,V32","17,5,163","RUSH:24,V34, TACK:90,46",X. Johnson rush for 2 yards to the HD34 (M. Hor;O. Ogbevoen).,"V,2,8,V34",rush,NA,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,2,8,HD34,"V,2,8,V34","17,6,164",Q:4 T:15:00,"Start of 4th quarter, clock 15:00.","V,2,8,V34",NA,NA,0,15:00,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,2,8,HD34,"V,2,8,V34","17,7,165","PASS:10,I,34,*",J. Clark pass incomplete to J. Ampaw.,"V,3,8,V34",pass,NA,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,3,8,HD34,"V,3,8,V34","17,8,166","PASS:10,C,88,V46 TACK:46,90","J. Clark pass complete to A. Botella M. for 12 yards to the HD46, 1ST DOWN HD (O. Ogbevoen;M. Hor).","V,1,10,V46",pass,pass,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD46,"V,1,10,V46","17,9,167","RUSH:24,H28, TACK:10","X. Johnson rush for 26 yards to the FG28, 1ST DOWN HD (O. Williams).","V,1,10,H28",rush,rush,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,FG28,"V,1,10,H28","17,10,168","RUSH:24,H28, TACK:48",X. Johnson rush for no gain to the FG28 (N. Knoblauch).,"V,2,10,H28",rush,NA,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,2,10,FG28,"V,2,10,H28","17,11,169","RUSH:24,H26, TACK:41,48",X. Johnson rush for 2 yards to the FG26 (S. Gauthier;N. Knoblauch).,"V,3,8,H26",rush,NA,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,3,8,FG26,"V,3,8,H26","17,12,170","PASS:10,C,24,H20 TACK:56",J. Clark pass complete to X. Johnson for 6 yards to the FG20 (S. Silva Gomez).,"V,4,2,H20",pass,NA,0,NA,0,27,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,4,2,FG20,"V,4,2,H20","17,13,171","FGA:4,37,G T:11:07","P. Andersen field goal attempt from 37 GOOD, clock 11:07.","V,1,0,V35",field_goal,NA,0,11:07,1,30,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,0,HD35,"V,1,0,V35","17,14,172","KO:4,H01 RET:33,H45 TACK:4","P. Andersen kickoff 64 yards to the FG1, J. Rodney return 44 yards to the FG45 (P. Andersen).","H,1,10,H45",kick_off,NA,0,NA,0,30,20,NA,17,V,HD,"PUNT,3,02:32,11","FG,4,11:07,80",11,69,6:25,PUNT,3,02:32,HD11,FG,4,11:07,FG20,NA
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,10,FG45,"H,1,10,H45","18,1,173",{DRIVE}:10:45,FRANKFURT GALAXY drive start at 10:45.,"H,1,10,H45",NA,NA,0,10:45,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,10,FG45,"H,1,10,H45","18,2,174","RUSH:7,H47, TACK:98",J. Sullivan rush for 2 yards to the FG47 (H. Awuah).,"H,2,8,H47",rush,NA,0,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,2,8,FG47,"H,2,8,H47","18,3,175","RUSH:21,H50, TACK:43",G. Adams rush for 3 yards to the 50 yardline (M. Boock).,"H,3,5,H50",rush,NA,0,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,3,5,FG50,"H,3,5,H50","18,4,176","PASS:7,C,11,V34 TACK:25","J. Sullivan pass complete to A. Mahoungou for 16 yards to the HD34, 1ST DOWN FG (C. Slater).","H,1,10,V34",pass,pass,0,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,10,HD34,"H,1,10,V34","18,5,177","PASS:7,I,84,*",J. Sullivan pass incomplete to C. Sow.,"H,2,10,V34",pass,NA,0,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,2,10,HD34,"H,2,10,V34","18,6,178","RUSH:7,V24, OB: TACK:31","J. Sullivan rush for 10 yards to the HD24, 1ST DOWN FG, out-of-bounds (J. Juurlink).","H,1,10,V24",rush,rush,1,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,10,HD24,"H,1,10,V24","18,7,179","PASS:7,C,84,V15 TACK:22",J. Sullivan pass complete to C. Sow for 9 yards to the HD15 (A. Astahin).,"H,2,1,V15",pass,NA,0,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,2,1,HD15,"H,2,1,V15","18,8,180","RUSH:21,V07, OB: TACK:30","G. Adams rush for 8 yards to the HD7, 1ST DOWN FG, out-of-bounds (E. Terekuu).","H,1,0,V07",rush,rush,1,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,0,HD07,"H,1,0,V07","18,9,181","RUSH:7,V06, TACK:45",J. Sullivan rush for 1 yard to the HD6 (J. Sarfo).,"H,2,0,V06",rush,NA,0,NA,0,30,20,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,2,0,HD06,"H,2,0,V06","18,10,182","PASS:7,C,87,V00 T:05:48","J. Sullivan pass complete to K. Mwamba for 6 yards to the HD0, 1ST DOWN FG, TOUCHDOWN, clock 05:48.","H,1,10,V15",pass,pass,0,05:48,1,30,26,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,10,HD15,"H,1,10,V15","18,11,183","SPOT:H,V02,Y PAT:R,33,M","FG ball on HD2, J. Rodney rush attempt failed.","H,1,0,H35",pat,NA,0,NA,0,30,26,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,FG,1,0,FG35,"H,1,0,H35","18,12,184","KO:19,V00 TB:","N. Strahmann kickoff 65 yards to the HD0, touchback.","V,1,10,V25",kick_off,NA,0,NA,0,30,26,NA,18,H,FG,"KO,4,10:45,98","TD,4,05:48,98",9,0,4:57,KO,4,10:45,HD02,TD,4,05:48,HD02,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD25,"V,1,10,V25","19,1,185",{DRIVE}:05:48,HAMBURG SEA DEVILS drive start at 05:48.,"V,1,10,V25",NA,NA,0,05:48,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,HD25,"V,1,10,V25","19,2,186","PASS:10,C,88,H48 TACK:10","J. Clark pass complete to A. Botella M. for 27 yards to the FG48, 1ST DOWN HD (O. Williams).","V,1,10,H48",pass,pass,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,FG48,"V,1,10,H48","19,3,187","PASS:10,C,24,H32 TACK:41 PEN:H,FM,A,14,H17,1","J. Clark pass complete to X. Johnson for 16 yards to the FG32, 1ST DOWN HD (S. Gauthier), PENALTY FG face mask (J. Poznanski) 15 yards to the FG17, 1ST DOWN HD.","V,1,10,H17",pass,pass,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,FG17,"V,1,10,H17","19,4,188","D:1,10",1st and 10.,"V,1,10,H17",NA,NA,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,FG17,"V,1,10,H17","19,5,189","RUSH:24,H11, TACK:46",X. Johnson rush for 6 yards to the FG11 (O. Ogbevoen).,"V,2,4,H11",rush,NA,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,2,4,FG11,"V,2,4,H11","19,6,190","RUSH:24,H08, TACK:99,26",X. Johnson rush for 3 yards to the FG8 (K. Maier;P. Devoe).,"V,3,1,H08",rush,NA,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,3,1,FG08,"V,3,1,H08","19,7,191","RUSH:10,H06, TACK:90","J. Clark rush for 2 yards to the FG6, 1ST DOWN HD (M. Hor).","V,1,0,H06",rush,rush,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,0,FG06,"V,1,0,H06","19,8,192","PEN:V,BB,A,69,H21,1","PENALTY HD illegal batting (D. Weinstock) 15 yards to the FG21, 1ST DOWN HD.","V,1,10,H21",penalty,penalty,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,FG21,"V,1,10,H21","19,9,193","PEN:V,DSQ,A,69,H21,N",PENALTY HD disqualification (D. Weinstock) 0 yards to the FG21.,"V,1,10,H21",penalty,NA,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,1,10,FG21,"V,1,10,H21","19,10,194","RUSH:24,H18, TACK:56,43",X. Johnson rush for 3 yards to the FG18 (S. Silva Gomez;J. Silva Gomez).,"V,2,7,H18",rush,NA,0,NA,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
2021_14_HD_FG,HD,FG,Hamburg Sea Devils,Frankfurt Galaxy,9/26/2021,Dusseldorf,Merkur Spiel-Arena,14:45,NA,Y,Y,-,22222,22 degr.,SW15km/h,cloudy,M. Scholz,B. Hansen,M. Burzec,M. Szczepanski,D. Jurzyk,K. Przybyla,A. Flaisch-J.,HD,2,7,FG18,"V,2,7,H18","19,11,195",TOUT:H T:02:44,"Timeout Frankfurt Galaxy, clock 02:44.","V,2,7,H18",NA,NA,0,02:44,0,30,26,NA,19,V,HD,"KO,4,05:48,25","FGA,4,02:28,86",9,61,3:20,KO,4,05:48,HD25,FGA,4,02:28,FG14,1
