game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,leaguegame,nitegame,schednote,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,play_type,clock,tokens,desc,newcontext,first_down_with,oob,turnover,score,away_score_post,home_score_post,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz,cj,alt
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,2,10,SS11,"H,2,10,V11","12,11,97",pass,NA,"PASS:6,I,7,*",C. Stitt pass incomplete to S. Jones.,"H,3,10,V11",NA,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,3,10,SS11,"H,3,10,V11","12,12,98",pass,NA,"PASS:6,I,7,* PEN:V,PI,A,33,V01,1","C. Stitt pass incomplete to S. Jones, PENALTY SS pass interference (B. Wenzler) 10 yards to the SS1, 1ST DOWN BT.","H,1,0,V01",penalty,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,1,0,SS01,"H,1,0,V01","12,13,99",NA,NA,"D:1,1",1st and 1.,"H,1,0,V01",NA,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,1,0,SS01,"H,1,0,V01","12,14,100",rush,NA,"RUSH:1,V10, +:6,V14 TACK:TM","J. Crawford rush for loss of 9 yards to the SS10, C. Stitt for loss of 4 yards to the SS14 (TEAM).","H,2,0,V14",NA,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,2,0,SS14,"H,2,0,V14","12,15,101",NA,00:00,HALF: T:00:00,"End of half, clock 00:00.","H,2,0,V14",NA,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,2,0,SS14,"H,2,0,V14","12,16,102",NA,15:00,"Q:3 T:15:00 SPOT:V,V35,N","Start of 3rd quarter, clock 15:00, SS ball on SS35.","V,2,14,V35",NA,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,SS,2,14,SS35,"V,2,14,V35","12,17,103",kick_off,NA,"KO:3,H00 RET:2,H29 TACK:32","T. Bronn kickoff 65 yards to the BT0, J. White return 29 yards to the BT29 (J. Ludwig-M.).","H,1,10,H29",NA,0,NA,0,14,18,12,H,BT,"KO,2,01:14,32","HALF,2,00:00,86",11,54,1:14,KO,2,01:14,BT32,HALF,2,00:00,SS14,1,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,1,10,BT29,"H,1,10,H29","13,1,104",NA,15:00,{DRIVE}:15:00,BERLIN THUNDER drive start at 15:00.,"H,1,10,H29",NA,0,NA,0,14,18,13,H,BT,"KO,3,15:00,29","TD,3,14:08,100",2,71,0:52,KO,3,15:00,BT29,TD,3,14:08,SS00,NA,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,1,10,BT29,"H,1,10,H29","13,2,105",rush,NA,"RUSH:1,H34, TACK:55,92",J. Crawford rush for 5 yards to the BT34 (D. Graza;T. Burkhardt).,"H,2,5,H34",NA,0,NA,0,14,18,13,H,BT,"KO,3,15:00,29","TD,3,14:08,100",2,71,0:52,KO,3,15:00,BT29,TD,3,14:08,SS00,NA,E. Christensen,E. Christensen
2021_03_SS_BT,SS,BT,Stuttgart Surge,Berlin Thunder,7/4/2021,Berlin,Stadion am Wurfplatz,15:00,17:55,Y,NA,NA,02.55,800,26 C,no,partly cloudy,M. Scholz,B. Hansen,K. Haltermann,B. Schaumberg,Z. Hamiko,M. Hoffmann,V. Kreisman,BT,2,5,BT34,"H,2,5,H34","13,3,106",pass,14:08,"PASS:6,C,85,V00 T:14:08","C. Stitt pass complete to N. Schumann for 66 yards to the SS0, 1ST DOWN BT, TOUCHDOWN, clock 14:08.","H,1,10,V15",pass,0,NA,1,14,24,13,H,BT,"KO,3,15:00,29","TD,3,14:08,100",2,71,0:52,KO,3,15:00,BT29,TD,3,14:08,SS00,NA,E. Christensen,E. Christensen
