game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,score,away_score_post,home_score_post,clock,oob,first_down_with,turnover,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,0,PW30,"V,1,0,V30","26,14,196","KO:58,H04 RET:25,H26 TACK:42,29","K. Stepien kickoff 66 yards to the SS4, B. Barnes return 22 yards to the SS26 (J. Chmiel;L. Steffen).","H,1,10,H26",kick_off,0,21,19,NA,0,NA,NA,26,V,PW,"PUNT,4,10:53,25","TD,4,06:36,100",11,75,4:17,PUNT,4,10:53,PW25,TD,4,06:36,SS00,1
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,SS26,"H,1,10,H26","27,1,197",{DRIVE}:06:27,STUTTGART SURGE drive start at 06:27.,"H,1,10,H26",NA,0,21,19,06:27,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,SS26,"H,1,10,H26","27,2,198","PASS:8,C,18,H30 TACK:25",R. Schroeder pass complete to P. Steigerwald for 4 yards to the SS30 (A. Lary).,"H,2,6,H30",pass,0,21,19,NA,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,2,6,SS30,"H,2,6,H30","27,3,199","PASS:8,C,5,H45 TACK:29,5","R. Schroeder pass complete to D. Meza for 15 yards to the SS45, 1ST DOWN SS (L. Steffen;G. Zec).","H,1,10,H45",pass,0,21,19,NA,0,pass,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,SS45,"H,1,10,H45","27,4,200","RUSH:41,H49, TACK:19,47",B. Yankson rush for 4 yards to the SS49 (D. Piatkowski;A. Idziak).,"H,2,6,H49",rush,0,21,19,NA,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,2,6,SS49,"H,2,6,H49","27,5,201","PASS:8,I,TM,* BRUP:3",R. Schroeder pass incomplete (S. Radji).,"H,3,6,H49",pass,0,21,19,NA,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,3,6,SS49,"H,3,6,H49","27,6,202",TOUT:H T:04:08,"Timeout Stuttgart Surge, clock 04:08.","H,3,6,H49",NA,0,21,19,04:08,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,3,6,SS49,"H,3,6,H49","27,7,203","PASS:8,C,5,V49 TACK:5",R. Schroeder pass complete to D. Meza for 2 yards to the PW49 (G. Zec).,"H,4,4,V49",pass,0,21,19,NA,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,4,4,PW49,"H,4,4,V49","27,8,204","PASS:8,I,5,*",R. Schroeder pass incomplete to D. Meza.,"V,1,10,V49",pass,0,21,19,NA,0,NA,NA,27,H,SS,"KO,4,06:27,26","DOWNS,4,03:34,51",6,25,2:53,KO,4,06:27,SS26,DOWNS,4,03:34,PW49,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,10,PW49,"V,1,10,V49","28,1,205",{DRIVE}:03:34,PANTHERS WROCLAW drive start at 03:34.,"V,1,10,V49",NA,0,21,19,03:34,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,10,PW49,"V,1,10,V49","28,2,206","RUSH:28,H45, TACK:22",K. Kotlarz rush for 6 yards to the SS45 (C. Perron).,"V,2,4,H45",rush,0,21,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,2,4,SS45,"V,2,4,H45","28,3,207","RUSH:28,H39, TACK:43,33","K. Kotlarz rush for 6 yards to the SS39, 1ST DOWN PW (P. Ogbevoen;B. Wenzler).","V,1,10,H39",rush,0,21,19,NA,0,rush,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,10,SS39,"V,1,10,H39","28,4,208","RUSH:28,H39, TACK:7,98 PEN:V,FO,A,TM,H44,N NOPLAY:","K. Kotlarz rush for no gain to the SS39 (P. Veritas;M. Fuerst), PENALTY PW Illegal Formation 5 yards to the SS44, NO PLAY.","V,1,15,H44",penalty,0,21,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,15,SS44,"V,1,15,H44","28,5,209","RUSH:28,H42, TACK:43",K. Kotlarz rush for 2 yards to the SS42 (P. Ogbevoen).,"V,2,13,H42",rush,0,21,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,2,13,SS42,"V,2,13,H42","28,6,211","RUSH:28,H39, TACK:43,7",K. Kotlarz rush for 3 yards to the SS39 (P. Ogbevoen;P. Veritas).,"V,3,10,H39",rush,0,21,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,3,10,SS39,"V,3,10,H39","28,7,212",TOUT:H T:01:44,"Timeout Stuttgart Surge, clock 01:44.","V,3,10,H39",NA,0,21,19,01:44,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,3,10,SS39,"V,3,10,H39","28,8,213","PASS:11,C,2,H33 TACK:25,22",J. Hansen pass complete to M. Stanley for 6 yards to the SS33 (B. Barnes;C. Perron).,"V,4,4,H33",pass,0,21,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,4,4,SS33,"V,4,4,H33","28,9,214","PASS:11,C,23,H00 T:01:33","J. Hansen pass complete to J. Mazan for 33 yards to the SS0, 1ST DOWN PW, TOUCHDOWN, clock 01:33.","V,1,10,H15",pass,1,27,19,01:33,0,pass,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,10,SS15,"V,1,10,H15","28,10,215","PAT:K,58,G",K. Stepien kick attempt good.,"V,1,0,V30",pat,1,28,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,0,PW30,"V,1,0,V30","28,11,216","KO:58,H00 TB:","K. Stepien kickoff 70 yards to the SS0, touchback.","H,1,10,H30",kick_off,0,28,19,NA,0,NA,NA,28,V,PW,"DOWNS,4,03:34,49","TD,4,01:33,100",6,51,2:01,DOWNS,4,03:34,PW49,TD,4,01:33,SS00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,SS30,"H,1,10,H30","29,1,217",{DRIVE}:01:33,STUTTGART SURGE drive start at 01:33.,"H,1,10,H30",NA,0,28,19,01:33,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,SS30,"H,1,10,H30","29,2,218","PASS:5,I,85,* BRUP:29",D. Meza pass incomplete to P. Weiblen (L. Steffen).,"H,2,10,H30",pass,0,28,19,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,2,10,SS30,"H,2,10,H30","29,3,219","PASS:8,I,5,* BRUP:1",R. Schroeder pass incomplete to D. Meza (D. Robinson).,"H,3,10,H30",pass,0,28,19,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,3,10,SS30,"H,3,10,H30","29,4,220","PASS:8,C,17,H50 TACK:29,1","R. Schroeder pass complete to M. Riedinger for 20 yards to the 50 yardline, 1ST DOWN SS (L. Steffen;D. Robinson).","H,1,10,H50",pass,0,28,19,NA,0,pass,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,SS50,"H,1,10,H50","29,5,221","PASS:8,C,18,V46 TACK:47,25",R. Schroeder pass complete to P. Steigerwald for 4 yards to the PW46 (A. Idziak;A. Lary).,"H,2,6,V46",pass,0,28,19,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,2,6,PW46,"H,2,6,V46","29,6,222",TOUT:H T:00:46,"Timeout Stuttgart Surge, clock 00:46.","H,2,6,V46",NA,0,28,19,00:46,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,2,6,PW46,"H,2,6,V46","29,7,223","PASS:8,C,18,V41 OB: TACK:25","R. Schroeder pass complete to P. Steigerwald for 5 yards to the PW41, out-of-bounds (A. Lary).","H,3,1,V41",pass,0,28,19,NA,1,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,3,1,PW41,"H,3,1,V41","29,8,224","PASS:8,C,17,V34 OB: TACK:29","R. Schroeder pass complete to M. Riedinger for 7 yards to the PW34, 1ST DOWN SS, out-of-bounds (L. Steffen).","H,1,10,V34",pass,0,28,19,NA,1,pass,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,PW34,"H,1,10,V34","29,9,225","PASS:8,I,18,*",R. Schroeder pass incomplete to P. Steigerwald.,"H,2,10,V34",pass,0,28,19,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,2,10,PW34,"H,2,10,V34","29,10,226","PASS:8,I,13,*",R. Schroeder pass incomplete to N. Bomba.,"H,3,10,V34",pass,0,28,19,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,3,10,PW34,"H,3,10,V34","29,11,227","PASS:8,C,18,V00 T:00:21","R. Schroeder pass complete to P. Steigerwald for 34 yards to the PW0, 1ST DOWN SS, TOUCHDOWN, clock 00:21.","H,1,10,V15",pass,1,28,25,00:21,0,pass,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,10,PW15,"H,1,10,V15","29,12,228","PAT:K,9,M",J. Loria kick attempt failed.,"H,1,0,H30",pat,0,28,25,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,SS,1,0,SS30,"H,1,0,H30","29,13,229","KO:9,H38 RET:16,H38","J. Loria kickoff 8 yards to the SS38, W. Zieba return 0 yards to the SS38.","V,1,10,H38",kick_off,0,28,25,NA,0,NA,NA,29,H,SS,"KO,4,01:33,30","TD,4,00:21,100",9,70,1:12,KO,4,01:33,SS30,TD,4,00:21,PW00,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,10,SS38,"V,1,10,H38","30,1,230",{DRIVE}:00:19,PANTHERS WROCLAW drive start at 00:19.,"V,1,10,H38",NA,0,28,25,00:19,0,NA,NA,30,V,PW,"KO,4,00:19,62","HALF,4,00:00,61",1,-1,0:19,KO,4,00:19,SS38,HALF,4,00:00,SS39,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,1,10,SS38,"V,1,10,H38","30,2,231","RUSH:11,H39,",J. Hansen rush for loss of 1 yard to the SS39.,"V,2,11,H39",rush,0,28,25,NA,0,NA,NA,30,V,PW,"KO,4,00:19,62","HALF,4,00:00,61",1,-1,0:19,KO,4,00:19,SS38,HALF,4,00:00,SS39,NA
2022_02_PW_SS,PW,SS,Panthers Wroclaw,Stuttgart Surge,6/12/2022,Stuttgart,GAZI-Stadion,15:00,18:10,03:10,2100,27 C,5 SW,sunny,O. Wahl,D. Clemence,A. Hildebrandt,M. Wild,A. Flaisch-J.,A. Buehler,N. Lakowitz,PW,2,11,SS39,"V,2,11,H39","30,3,233",HALF: T:00:00,"End of game, clock 00:00.","V,2,11,H39",NA,0,28,25,00:00,0,NA,NA,30,V,PW,"KO,4,00:19,62","HALF,4,00:00,61",1,-1,0:19,KO,4,00:19,SS38,HALF,4,00:00,SS39,NA
