game_id,away_team_id,home_team_id,away_team,home_team,date,location,stadium,start,end,duration,attend,temp,wind,weather,ref,ump,line,lj,bj,fj,sj,posteam,down,togo,spot,context,play_id,tokens,desc,newcontext,play_type,clock,first_down_with,score,away_score_post,home_score_post,turnover,oob,drive_number,drive_vh,drive_team,drive_start,drive_end,drive_plays,drive_yards,drive_top,drive_start_how,drive_start_qtr,drive_start_time,drive_start_spot,drive_end_how,drive_end_qtr,drive_end_time,drive_end_spot,drive_rz
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT35,"V,1,10,H35","10,6,69","PASS:9,C,17,H33 TACK:29",J. Germinerio pass complete to E. Drossard for 2 yards to the RT33 (L. Ogbevoen).,"V,2,8,H33",pass,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,8,RT33,"V,2,8,H33","10,7,70","RUSH:1,H30, TACK:20",J. Crawford rush for 3 yards to the RT30 (P. Pilger).,"V,3,5,H30",rush,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,3,5,RT30,"V,3,5,H30","10,8,71","RUSH:1,H24, TACK:31","J. Crawford rush for 6 yards to the RT24, 1ST DOWN BT (T. Anderson).","V,1,10,H24",rush,NA,rush,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT24,"V,1,10,H24","10,9,72","RUSH:1,H24, TACK:32",J. Crawford rush for no gain to the RT24 (S. Summerer).,"V,2,10,H24",rush,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,10,RT24,"V,2,10,H24","10,10,73","RUSH:1,H25, TACK:31",J. Crawford rush for loss of 1 yard to the RT25 (T. Anderson).,"V,3,11,H25",rush,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,3,11,RT25,"V,3,11,H25","10,11,74","D:2,11",2nd and 11.,"V,2,11,H25",NA,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,11,RT25,"V,2,11,H25","10,12,75","RUSH:9,H10, TACK:29","J. Germinerio rush for 15 yards to the RT10, 1ST DOWN BT (L. Ogbevoen).","V,1,0,H10",rush,NA,rush,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,0,RT10,"V,1,0,H10","10,13,76","SPOT:V,H11,Y",BT ball on RT11.,"V,1,10,H11",NA,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT11,"V,1,10,H11","10,14,77","RUSH:12,H12, TACK:29",A. Stadahl rush for loss of 1 yard to the RT12 (L. Ogbevoen).,"V,2,11,H12",rush,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,11,RT12,"V,2,11,H12","10,15,78","PASS:9,S,TM,H14 SACK:11",J. Germinerio sacked for loss of 2 yards to the RT14 (A. Ferrari).,"V,3,13,H14",pass,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,3,13,RT14,"V,3,13,H14","10,16,79","RUSH:9,H04, TACK:20",J. Germinerio rush for 10 yards to the RT4 (P. Pilger).,"V,4,3,H04",rush,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,4,3,RT04,"V,4,3,H04","10,17,80","RUSH:9,H02, TACK:96,92",J. Germinerio rush for 2 yards to the RT2 (D. Butz;L. Orlovicius).,"H,1,10,H02",rush,NA,NA,0,6,21,NA,0,10,V,BT,"KO,2,12:00,89","DOWNS,2,05:00,98",14,9,7:00,KO,2,12:00,RT11,DOWNS,2,05:00,RT02,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,RT02,"H,1,10,H02","11,1,81","RUSH:1,H00, TACK:1 POSS: SPOT:V,H02,Y D:1,2","R. Seeber rush for loss of 2 yards to the RT0 (J. Crawford), Change of possession, BT ball on RT2, 1st and 2.","V,1,0,H02",rush,NA,NA,0,6,21,NA,0,11,H,RT,"DOWNS,2,12:00,2","POSS,2,05:00,0",1,-2,7:00,DOWNS,2,12:00,RT02,POSS,2,05:00,RT00,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,0,RT02,"V,1,0,H02","12,1,82","{DRIVE}:05:00 RUSH:1,H00, TACK:1","BERLIN THUNDER drive start at 05:00, J. Crawford rush for 2 yards to the RT0, 1ST DOWN BT, TOUCHDOWN (R. Seeber).","V,1,10,H15",rush,05:00,rush,1,12,21,NA,0,12,V,BT,"POSS,2,05:00,98","TD,2,00:25,100",1,2,4:35,POSS,2,05:00,RT02,TD,2,00:25,RT00,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT15,"V,1,10,H15","12,2,83","PAT:K,26,G",J. Schenderlein kick attempt good.,"V,1,0,V30",pat,NA,NA,1,13,21,NA,0,12,V,BT,"POSS,2,05:00,98","TD,2,00:25,100",1,2,4:35,POSS,2,05:00,RT02,TD,2,00:25,RT00,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,0,BT30,"V,1,0,V30","12,3,84","KO:26,H30 TB:","J. Schenderlein kickoff 40 yards to the RT30, touchback.","H,1,10,H30",kick_off,NA,NA,0,13,21,NA,0,12,V,BT,"POSS,2,05:00,98","TD,2,00:25,100",1,2,4:35,POSS,2,05:00,RT02,TD,2,00:25,RT00,1
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,RT30,"H,1,10,H30","13,1,85",{DRIVE}:00:25,RAIDERS TIROL drive start at 00:25.,"H,1,10,H30",NA,00:25,NA,0,13,21,NA,0,13,H,RT,"KO,2,00:25,30","POSS,2,00:00,60",1,30,0:25,KO,2,00:25,RT30,POSS,2,00:00,BT40,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,RT30,"H,1,10,H30","13,2,86","RUSH:22,H33, TACK:53",L. Moragne rush for 3 yards to the RT33 (D. Izinyon).,"H,2,7,H33",rush,NA,NA,0,13,21,NA,0,13,H,RT,"KO,2,00:25,30","POSS,2,00:00,60",1,30,0:25,KO,2,00:25,RT30,POSS,2,00:00,BT40,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,2,7,RT33,"H,2,7,H33","13,3,87",Q:3 T:15:00,"Start of 3rd quarter, clock 15:00.","H,2,7,H33",NA,15:00,NA,0,13,21,NA,0,13,H,RT,"KO,2,00:25,30","POSS,2,00:00,60",1,30,0:25,KO,2,00:25,RT30,POSS,2,00:00,BT40,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,2,7,RT33,"H,2,7,H33","13,4,88","PEN:H,KOB,A,33,V40,1","PENALTY RT Kickoff Out of Bounds (T. Unger) 27 yards to the BT40, 1ST DOWN RT.","H,1,10,V40",penalty,NA,penalty,0,13,21,NA,0,13,H,RT,"KO,2,00:25,30","POSS,2,00:00,60",1,30,0:25,KO,2,00:25,RT30,POSS,2,00:00,BT40,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,BT40,"H,1,10,V40","13,5,89","POSS: SPOT:V,V40,Y D:1,10","Change of possession, BT ball on BT40, 1st and 10.","V,1,10,V40",NA,NA,NA,0,13,21,NA,0,13,H,RT,"KO,2,00:25,30","POSS,2,00:00,60",1,30,0:25,KO,2,00:25,RT30,POSS,2,00:00,BT40,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,BT40,"V,1,10,V40","14,1,90","{DRIVE}:15:00 RUSH:1,V42, TACK:29","BERLIN THUNDER drive start at 15:00, J. Crawford rush for 2 yards to the BT42 (L. Ogbevoen).","V,2,8,V42",rush,15:00,NA,0,13,21,NA,0,14,V,BT,"POSS,3,15:00,40","PUNT,3,12:47,47",3,7,2:13,POSS,3,15:00,BT40,PUNT,3,12:47,BT47,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,8,BT42,"V,2,8,V42","14,2,91","PASS:9,C,1,V41 TACK:1",J. Germinerio pass complete to J. Crawford for loss of 1 yard to the BT41 (R. Seeber).,"V,3,9,V41",pass,NA,NA,0,13,21,NA,0,14,V,BT,"POSS,3,15:00,40","PUNT,3,12:47,47",3,7,2:13,POSS,3,15:00,BT40,PUNT,3,12:47,BT47,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,3,9,BT41,"V,3,9,V41","14,3,92","PASS:9,C,1,V47 TACK:1",J. Germinerio pass complete to J. Crawford for 6 yards to the BT47 (R. Seeber).,"V,4,3,V47",pass,NA,NA,0,13,21,NA,0,14,V,BT,"POSS,3,15:00,40","PUNT,3,12:47,47",3,7,2:13,POSS,3,15:00,BT40,PUNT,3,12:47,BT47,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,4,3,BT47,"V,4,3,V47","14,4,93","PUNT:14,H06 DN:","K. Hummel punt 47 yards to the RT6, downed.","H,1,10,H06",punt,NA,NA,0,13,21,NA,0,14,V,BT,"POSS,3,15:00,40","PUNT,3,12:47,47",3,7,2:13,POSS,3,15:00,BT40,PUNT,3,12:47,BT47,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,RT06,"H,1,10,H06","15,1,94",{DRIVE}:12:47,RAIDERS TIROL drive start at 12:47.,"H,1,10,H06",NA,12:47,NA,0,13,21,NA,0,15,H,RT,"PUNT,3,12:47,6","PUNT,3,10:27,7",3,1,2:20,PUNT,3,12:47,RT06,PUNT,3,10:27,RT07,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,RT06,"H,1,10,H06","15,2,95","RUSH:22,H09, TACK:8",L. Moragne rush for 3 yards to the RT9 (P. Seifert).,"H,2,7,H09",rush,NA,NA,0,13,21,NA,0,15,H,RT,"PUNT,3,12:47,6","PUNT,3,10:27,7",3,1,2:20,PUNT,3,12:47,RT06,PUNT,3,10:27,RT07,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,2,7,RT09,"H,2,7,H09","15,3,96","RUSH:22,H01, TACK:45",L. Moragne rush for loss of 8 yards to the RT1 (K. Kitchens).,"H,3,15,H01",rush,NA,NA,0,13,21,NA,0,15,H,RT,"PUNT,3,12:47,6","PUNT,3,10:27,7",3,1,2:20,PUNT,3,12:47,RT06,PUNT,3,10:27,RT07,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,3,15,RT01,"H,3,15,H01","15,4,97","RUSH:25,H07, TACK:53",T. Bonatti rush for 6 yards to the RT7 (D. Izinyon).,"H,4,9,H07",rush,NA,NA,0,13,21,NA,0,15,H,RT,"PUNT,3,12:47,6","PUNT,3,10:27,7",3,1,2:20,PUNT,3,12:47,RT06,PUNT,3,10:27,RT07,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,4,9,RT07,"H,4,9,H07","15,5,98","PUNT:1,H42 OB:","R. Seeber punt 35 yards to the RT42, out-of-bounds.","V,1,10,H42",punt,NA,NA,0,13,21,NA,1,15,H,RT,"PUNT,3,12:47,6","PUNT,3,10:27,7",3,1,2:20,PUNT,3,12:47,RT06,PUNT,3,10:27,RT07,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT42,"V,1,10,H42","16,1,99",{DRIVE}:10:27,BERLIN THUNDER drive start at 10:27.,"V,1,10,H42",NA,10:27,NA,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT42,"V,1,10,H42","16,2,100","RUSH:1,H37, TACK:20,1",J. Crawford rush for 5 yards to the RT37 (P. Pilger;R. Seeber).,"V,2,5,H37",rush,NA,NA,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,5,RT37,"V,2,5,H37","16,3,101","PASS:9,C,17,H31 TACK:20,1","J. Germinerio pass complete to E. Drossard for 6 yards to the RT31, 1ST DOWN BT (P. Pilger;R. Seeber).","V,1,10,H31",pass,NA,pass,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT31,"V,1,10,H31","16,4,102","RUSH:9,H20, OB: TACK:29","J. Germinerio rush for 11 yards to the RT20, 1ST DOWN BT, out-of-bounds (L. Ogbevoen).","V,1,10,H20",rush,NA,rush,0,13,21,NA,1,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,10,RT20,"V,1,10,H20","16,5,103","PEN:V,OH,A,TM,H30,N",PENALTY BT Offensive Holding 10 yards to the RT30.,"V,1,20,H30",penalty,NA,NA,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,20,RT30,"V,1,20,H30","16,6,104","RUSH:9,H27, TACK:1",J. Germinerio rush for 3 yards to the RT27 (R. Seeber).,"V,2,17,H27",rush,NA,NA,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,2,17,RT27,"V,2,17,H27","16,7,105","PASS:9,I,85,* BRUP:23",J. Germinerio pass incomplete to N. Schumann (V. Mueller).,"V,3,17,H27",pass,NA,NA,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,3,17,RT27,"V,3,17,H27","16,8,106","PASS:9,C,1,H21 TACK:31",J. Germinerio pass complete to J. Crawford for 6 yards to the RT21 (T. Anderson).,"V,4,11,H21",pass,NA,NA,0,13,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,4,11,RT21,"V,4,11,H21","16,9,107","FGA:26,31,G T:06:42","J. Schenderlein field goal attempt from 31 GOOD, clock 06:42.","V,1,0,V30",field_goal,06:42,NA,1,16,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,BT,1,0,BT30,"V,1,0,V30","16,10,108","KO:26,H45 RET:23,H45 TACK:30","J. Schenderlein kickoff 25 yards to the RT45, V. Mueller return 0 yards to the RT45 (L. Myrén).","H,1,10,H45",kick_off,NA,NA,0,16,21,NA,0,16,V,BT,"PUNT,3,10:27,58","FG,3,06:42,79",7,21,3:45,PUNT,3,10:27,RT42,FG,3,06:42,RT21,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,1,10,RT45,"H,1,10,H45","17,1,109","{DRIVE}:06:20 PASS:12,C,25,H46 TACK:2,20","RAIDERS TIROL drive start at 06:20, S. Shelton pass complete to T. Bonatti for 1 yard to the RT46 (S. Zeregbe;R. Kendall).","H,2,9,H46",pass,06:20,NA,0,16,21,NA,0,17,H,RT,"KO,3,06:20,45","PUNT,3,05:36,51",2,6,0:44,KO,3,06:20,RT45,PUNT,3,05:36,BT49,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,2,9,RT46,"H,2,9,H46","17,2,110","PASS:12,I,4,* BRUP:8",S. Shelton pass incomplete to M. Schneider (P. Seifert).,"H,3,9,H46",pass,NA,NA,0,16,21,NA,0,17,H,RT,"KO,3,06:20,45","PUNT,3,05:36,51",2,6,0:44,KO,3,06:20,RT45,PUNT,3,05:36,BT49,NA
2022_03_BT_RT,BT,RT,Berlin Thunder,Raiders Tirol,6/19/2022,Innsbruck,Tivoli stadion,15:00,17:50,2:50,3032,32,no,sunny,J. Wild,H. Horak,R. Hoelbling,M. Wild,J. Scott,N. Lakowitz,A. Flaisch-J.,RT,3,9,RT46,"H,3,9,H46","17,3,111","PEN:V,ILH,A,45,V49,1","PENALTY BT ILH (K. Kitchens) 5 yards to the BT49, 1ST DOWN RT.","H,1,10,V49",penalty,NA,penalty,0,16,21,NA,0,17,H,RT,"KO,3,06:20,45","PUNT,3,05:36,51",2,6,0:44,KO,3,06:20,RT45,PUNT,3,05:36,BT49,NA
